cod_cliente,churn_real,churn_predito,probabilidade_churn,diagnostico
45704,0,0,3.688366892549536e-05,Verdadeiro Negativo (Acertou Ativo)
36907,1,1,0.9129069761571643,Verdadeiro Positivo (Acertou Churn)
12954,1,1,0.7977728284769103,Verdadeiro Positivo (Acertou Churn)
43969,1,1,0.854805649912294,Verdadeiro Positivo (Acertou Churn)
39189,1,1,0.988616852178381,Verdadeiro Positivo (Acertou Churn)
23811,0,0,0.4641519326449891,Verdadeiro Negativo (Acertou Ativo)
44895,0,0,6.858576712884508e-15,Verdadeiro Negativo (Acertou Ativo)
43802,0,0,0.15408796177666356,Verdadeiro Negativo (Acertou Ativo)
43906,0,0,0.00630717420492333,Verdadeiro Negativo (Acertou Ativo)
45905,1,1,0.5854611072788666,Verdadeiro Positivo (Acertou Churn)
27429,0,0,0.026399276706866103,Verdadeiro Negativo (Acertou Ativo)
13059,1,1,0.7004456650491127,Verdadeiro Positivo (Acertou Churn)
12292,1,1,0.9663551406011857,Verdadeiro Positivo (Acertou Churn)
8775,0,1,0.8858097960783603,Falso Positivo (Alarme Falso)
14080,0,1,0.5238185064413701,Falso Positivo (Alarme Falso)
46407,0,0,0.4009405028471527,Verdadeiro Negativo (Acertou Ativo)
37136,1,1,0.9999663252710274,Verdadeiro Positivo (Acertou Churn)
36119,1,1,0.830188176828985,Verdadeiro Positivo (Acertou Churn)
43673,0,1,0.5537148150233737,Falso Positivo (Alarme Falso)
17280,0,0,0.29461739231076467,Verdadeiro Negativo (Acertou Ativo)
24181,1,1,0.9538209887021813,Verdadeiro Positivo (Acertou Churn)
25904,1,1,0.9224816110709047,Verdadeiro Positivo (Acertou Churn)
10387,0,0,0.002511168752834537,Verdadeiro Negativo (Acertou Ativo)
43652,0,1,0.7111251156238405,Falso Positivo (Alarme Falso)
45618,1,0,0.23426861344628408,Falso Negativo (Churn Invisível)
45821,0,1,0.5312575983527277,Falso Positivo (Alarme Falso)
22865,1,1,0.8504968903450626,Verdadeiro Positivo (Acertou Churn)
45611,0,1,0.6042599423171942,Falso Positivo (Alarme Falso)
22079,0,0,2.1079818061747106e-08,Verdadeiro Negativo (Acertou Ativo)
44397,0,1,0.503125018468443,Falso Positivo (Alarme Falso)
21467,1,1,0.756291211734291,Verdadeiro Positivo (Acertou Churn)
785,1,1,0.605983159301999,Verdadeiro Positivo (Acertou Churn)
37469,0,1,0.7746825081638095,Falso Positivo (Alarme Falso)
27092,1,1,0.9469739035653909,Verdadeiro Positivo (Acertou Churn)
36585,1,1,0.9999931755292878,Verdadeiro Positivo (Acertou Churn)
44919,1,1,0.7331893312327225,Verdadeiro Positivo (Acertou Churn)
45840,1,0,0.4673971022006562,Falso Negativo (Churn Invisível)
19546,0,0,0.23305398718214462,Verdadeiro Negativo (Acertou Ativo)
40176,1,1,0.8594332851442337,Verdadeiro Positivo (Acertou Churn)
45474,1,0,0.38988248643400303,Falso Negativo (Churn Invisível)
36053,1,1,0.9400019802689596,Verdadeiro Positivo (Acertou Churn)
39355,0,0,0.337014295333584,Verdadeiro Negativo (Acertou Ativo)
11000,0,0,0.0017681670378413077,Verdadeiro Negativo (Acertou Ativo)
27697,1,1,0.8857189967962326,Verdadeiro Positivo (Acertou Churn)
25794,1,1,0.9007230233326825,Verdadeiro Positivo (Acertou Churn)
26293,1,1,0.8023588745272963,Verdadeiro Positivo (Acertou Churn)
36759,1,1,0.9021365866163034,Verdadeiro Positivo (Acertou Churn)
2038,1,1,0.9713648843693462,Verdadeiro Positivo (Acertou Churn)
10166,0,1,0.7119884976568006,Falso Positivo (Alarme Falso)
46264,0,0,0.24466479302840713,Verdadeiro Negativo (Acertou Ativo)
200,0,0,0.4236467232662036,Verdadeiro Negativo (Acertou Ativo)
23683,1,1,0.7727009921572866,Verdadeiro Positivo (Acertou Churn)
42421,1,1,0.8486281473063673,Verdadeiro Positivo (Acertou Churn)
46913,0,0,0.039457559203549965,Verdadeiro Negativo (Acertou Ativo)
37718,1,1,0.8729473391320602,Verdadeiro Positivo (Acertou Churn)
46661,0,0,0.17528584483213452,Verdadeiro Negativo (Acertou Ativo)
43129,1,1,0.7902985090913831,Verdadeiro Positivo (Acertou Churn)
46193,0,0,0.20859994795122638,Verdadeiro Negativo (Acertou Ativo)
39145,1,1,0.9828658189187666,Verdadeiro Positivo (Acertou Churn)
46631,0,1,0.6260874348367739,Falso Positivo (Alarme Falso)
17717,1,1,0.6406346756146791,Verdadeiro Positivo (Acertou Churn)
46630,0,1,0.5813911548223641,Falso Positivo (Alarme Falso)
26560,1,1,0.9484159183991848,Verdadeiro Positivo (Acertou Churn)
36084,0,0,0.44293252848299286,Verdadeiro Negativo (Acertou Ativo)
44968,1,1,0.6738642141421538,Verdadeiro Positivo (Acertou Churn)
46239,1,1,0.6303057974090402,Verdadeiro Positivo (Acertou Churn)
24997,1,1,0.8559712668695348,Verdadeiro Positivo (Acertou Churn)
45136,0,0,7.720845697509608e-06,Verdadeiro Negativo (Acertou Ativo)
39443,1,0,0.1761776850101951,Falso Negativo (Churn Invisível)
44025,1,1,0.8058757437882506,Verdadeiro Positivo (Acertou Churn)
45318,0,0,3.9472330670819035e-19,Verdadeiro Negativo (Acertou Ativo)
42508,0,0,0.0346778727902854,Verdadeiro Negativo (Acertou Ativo)
45491,1,1,0.6646998788488453,Verdadeiro Positivo (Acertou Churn)
24221,0,0,0.10758379919216518,Verdadeiro Negativo (Acertou Ativo)
46293,0,1,0.5811612129276336,Falso Positivo (Alarme Falso)
9116,1,0,0.044103083725613945,Falso Negativo (Churn Invisível)
46014,0,1,0.5282919783267616,Falso Positivo (Alarme Falso)
10882,0,0,0.16638827241527523,Verdadeiro Negativo (Acertou Ativo)
24601,0,0,0.04769736751239737,Verdadeiro Negativo (Acertou Ativo)
46241,1,1,0.697856843614145,Verdadeiro Positivo (Acertou Churn)
38582,0,0,0.2802628939226453,Verdadeiro Negativo (Acertou Ativo)
8015,0,0,2.0486037674173944e-10,Verdadeiro Negativo (Acertou Ativo)
4599,1,1,0.9746682430764722,Verdadeiro Positivo (Acertou Churn)
25939,1,1,0.9384080714701497,Verdadeiro Positivo (Acertou Churn)
36227,1,1,0.8655419375060712,Verdadeiro Positivo (Acertou Churn)
13956,1,1,0.9762533997460779,Verdadeiro Positivo (Acertou Churn)
19951,1,1,0.8924938919609542,Verdadeiro Positivo (Acertou Churn)
41312,0,0,1.062479574629642e-05,Verdadeiro Negativo (Acertou Ativo)
39747,1,1,0.9170334354716115,Verdadeiro Positivo (Acertou Churn)
4586,1,1,0.8593753837876815,Verdadeiro Positivo (Acertou Churn)
20986,1,1,0.9370053637912328,Verdadeiro Positivo (Acertou Churn)
6036,1,0,0.24188013608202683,Falso Negativo (Churn Invisível)
9411,0,0,1.759533161756282e-13,Verdadeiro Negativo (Acertou Ativo)
44904,1,1,0.5859577814243232,Verdadeiro Positivo (Acertou Churn)
17230,0,0,0.31792169955116745,Verdadeiro Negativo (Acertou Ativo)
46456,1,1,0.769756346296867,Verdadeiro Positivo (Acertou Churn)
11725,1,1,0.9710200526135718,Verdadeiro Positivo (Acertou Churn)
21898,1,1,0.8736086686252729,Verdadeiro Positivo (Acertou Churn)
44426,1,1,0.8566784917072304,Verdadeiro Positivo (Acertou Churn)
21907,1,1,0.961665884452173,Verdadeiro Positivo (Acertou Churn)
16950,0,0,0.1596712111520327,Verdadeiro Negativo (Acertou Ativo)
21494,1,1,0.892584198957078,Verdadeiro Positivo (Acertou Churn)
45739,0,1,0.5889674645646749,Falso Positivo (Alarme Falso)
20790,0,1,0.891610642028998,Falso Positivo (Alarme Falso)
39136,1,1,0.7805764233931778,Verdadeiro Positivo (Acertou Churn)
26424,1,0,0.26442844846395425,Falso Negativo (Churn Invisível)
46210,1,1,0.7012904023668647,Verdadeiro Positivo (Acertou Churn)
42753,1,1,0.7088157138640785,Verdadeiro Positivo (Acertou Churn)
41702,1,0,0.0913316585740474,Falso Negativo (Churn Invisível)
9090,0,1,0.8191643151234592,Falso Positivo (Alarme Falso)
46559,0,1,0.6162177723118665,Falso Positivo (Alarme Falso)
20351,0,0,0.009510219749258945,Verdadeiro Negativo (Acertou Ativo)
46169,0,0,0.19551638801056387,Verdadeiro Negativo (Acertou Ativo)
13963,0,0,2.0277309038783935e-13,Verdadeiro Negativo (Acertou Ativo)
35847,1,1,0.9007438686132897,Verdadeiro Positivo (Acertou Churn)
46879,0,0,1.826805311005934e-05,Verdadeiro Negativo (Acertou Ativo)
23180,1,1,0.8853676630867476,Verdadeiro Positivo (Acertou Churn)
13766,0,0,0.013850071579425569,Verdadeiro Negativo (Acertou Ativo)
46521,1,1,0.6465587525118429,Verdadeiro Positivo (Acertou Churn)
26903,1,1,0.947699606376937,Verdadeiro Positivo (Acertou Churn)
37949,1,1,0.732669273454299,Verdadeiro Positivo (Acertou Churn)
22347,1,1,0.9298881705680083,Verdadeiro Positivo (Acertou Churn)
10095,1,1,0.7548914494411945,Verdadeiro Positivo (Acertou Churn)
45762,0,0,0.49554494707552327,Verdadeiro Negativo (Acertou Ativo)
13541,0,1,0.5534111223642684,Falso Positivo (Alarme Falso)
42667,1,1,0.8393195800959916,Verdadeiro Positivo (Acertou Churn)
36752,0,0,7.458577812480823e-08,Verdadeiro Negativo (Acertou Ativo)
7488,0,0,0.46053598237428567,Verdadeiro Negativo (Acertou Ativo)
40048,0,0,0.011525253798058256,Verdadeiro Negativo (Acertou Ativo)
46923,0,0,0.4478751345641014,Verdadeiro Negativo (Acertou Ativo)
38818,1,1,0.9632495621774662,Verdadeiro Positivo (Acertou Churn)
20199,1,1,0.7220442558860467,Verdadeiro Positivo (Acertou Churn)
45445,0,0,0.00011729191668201003,Verdadeiro Negativo (Acertou Ativo)
46438,0,1,0.621202897030417,Falso Positivo (Alarme Falso)
45104,0,0,0.02517706906675499,Verdadeiro Negativo (Acertou Ativo)
21435,0,1,0.6501276220943545,Falso Positivo (Alarme Falso)
20340,1,1,0.8932372805613856,Verdadeiro Positivo (Acertou Churn)
37344,0,1,0.779063634301824,Falso Positivo (Alarme Falso)
44041,0,1,0.7011900708503703,Falso Positivo (Alarme Falso)
44353,0,0,0.11555911440646353,Verdadeiro Negativo (Acertou Ativo)
9381,1,1,0.9831546480019533,Verdadeiro Positivo (Acertou Churn)
9270,1,1,0.8830184257986056,Verdadeiro Positivo (Acertou Churn)
9412,1,1,0.9835014429258303,Verdadeiro Positivo (Acertou Churn)
22049,1,1,0.9538209887021813,Verdadeiro Positivo (Acertou Churn)
43690,1,1,0.815939839451269,Verdadeiro Positivo (Acertou Churn)
36764,1,1,0.9985362240262491,Verdadeiro Positivo (Acertou Churn)
28102,1,1,0.9993751889477717,Verdadeiro Positivo (Acertou Churn)
46393,0,1,0.5955131845814948,Falso Positivo (Alarme Falso)
13555,0,0,3.731603246812547e-05,Verdadeiro Negativo (Acertou Ativo)
25329,1,1,0.8925212385039178,Verdadeiro Positivo (Acertou Churn)
21288,1,1,0.8913783639559832,Verdadeiro Positivo (Acertou Churn)
46302,0,0,0.3795898783743667,Verdadeiro Negativo (Acertou Ativo)
40907,1,0,0.000940460057978908,Falso Negativo (Churn Invisível)
43760,1,1,0.6801208236815406,Verdadeiro Positivo (Acertou Churn)
22424,1,1,0.9669799382043248,Verdadeiro Positivo (Acertou Churn)
17063,1,1,0.9550242167010917,Verdadeiro Positivo (Acertou Churn)
46626,0,1,0.6257482899493731,Falso Positivo (Alarme Falso)
14690,1,1,0.8380836434709632,Verdadeiro Positivo (Acertou Churn)
18183,1,1,0.970913955802075,Verdadeiro Positivo (Acertou Churn)
42581,1,1,0.8640109126445449,Verdadeiro Positivo (Acertou Churn)
44273,1,1,0.7647250739142577,Verdadeiro Positivo (Acertou Churn)
9627,1,1,0.961353583225005,Verdadeiro Positivo (Acertou Churn)
25683,1,1,0.9545997128578343,Verdadeiro Positivo (Acertou Churn)
43292,0,1,0.7590667986751468,Falso Positivo (Alarme Falso)
44069,0,1,0.5132771946794046,Falso Positivo (Alarme Falso)
46091,1,1,0.7877614035173252,Verdadeiro Positivo (Acertou Churn)
13958,0,0,0.0008837676479915016,Verdadeiro Negativo (Acertou Ativo)
45527,0,0,0.39139381738016826,Verdadeiro Negativo (Acertou Ativo)
44164,0,0,4.8087851600014255e-09,Verdadeiro Negativo (Acertou Ativo)
42161,0,0,0.021492172291292248,Verdadeiro Negativo (Acertou Ativo)
44042,1,1,0.6925095075294647,Verdadeiro Positivo (Acertou Churn)
484,0,0,0.30368625835139645,Verdadeiro Negativo (Acertou Ativo)
27822,0,0,0.4323617331257394,Verdadeiro Negativo (Acertou Ativo)
41251,1,1,0.8594878186090951,Verdadeiro Positivo (Acertou Churn)
9846,0,0,0.002646988710949087,Verdadeiro Negativo (Acertou Ativo)
11463,0,0,4.493186249817216e-31,Verdadeiro Negativo (Acertou Ativo)
42959,1,1,0.7688630575188751,Verdadeiro Positivo (Acertou Churn)
23533,1,1,0.9333375231340311,Verdadeiro Positivo (Acertou Churn)
41109,0,0,0.281139426178178,Verdadeiro Negativo (Acertou Ativo)
35938,1,1,0.8604189582129712,Verdadeiro Positivo (Acertou Churn)
9750,1,1,0.9721213193846118,Verdadeiro Positivo (Acertou Churn)
40377,0,0,0.040101620047341774,Verdadeiro Negativo (Acertou Ativo)
35972,1,1,0.8865782844877367,Verdadeiro Positivo (Acertou Churn)
21347,1,1,0.9144527275952091,Verdadeiro Positivo (Acertou Churn)
22271,0,0,0.004554177207893008,Verdadeiro Negativo (Acertou Ativo)
41216,1,1,0.6568407855696511,Verdadeiro Positivo (Acertou Churn)
39663,0,0,0.15598611198139037,Verdadeiro Negativo (Acertou Ativo)
20493,0,0,0.0023665952765878854,Verdadeiro Negativo (Acertou Ativo)
43755,0,0,1.7402417277300438e-19,Verdadeiro Negativo (Acertou Ativo)
44279,1,1,0.7975222952207263,Verdadeiro Positivo (Acertou Churn)
37755,1,1,0.8984632812241302,Verdadeiro Positivo (Acertou Churn)
36297,1,1,0.9391763228475649,Verdadeiro Positivo (Acertou Churn)
3240,1,1,0.9720211727076468,Verdadeiro Positivo (Acertou Churn)
27616,1,1,0.9126459204571046,Verdadeiro Positivo (Acertou Churn)
12140,0,0,0.35445107209043486,Verdadeiro Negativo (Acertou Ativo)
45250,1,1,0.567080108225485,Verdadeiro Positivo (Acertou Churn)
45007,1,1,0.5891001423819527,Verdadeiro Positivo (Acertou Churn)
45012,1,1,0.7509828334794165,Verdadeiro Positivo (Acertou Churn)
45549,1,1,0.5930039546258107,Verdadeiro Positivo (Acertou Churn)
42977,1,1,0.8258257221776213,Verdadeiro Positivo (Acertou Churn)
25173,1,1,0.8129797647248428,Verdadeiro Positivo (Acertou Churn)
23834,0,0,0.13751429981507055,Verdadeiro Negativo (Acertou Ativo)
38931,1,1,0.8677083838678924,Verdadeiro Positivo (Acertou Churn)
24160,1,1,0.8893261314483895,Verdadeiro Positivo (Acertou Churn)
44245,1,0,0.2723519779924709,Falso Negativo (Churn Invisível)
46323,0,0,1.0567470568979291e-20,Verdadeiro Negativo (Acertou Ativo)
40409,1,1,0.8723056604702999,Verdadeiro Positivo (Acertou Churn)
45850,1,1,0.7037637391060658,Verdadeiro Positivo (Acertou Churn)
38201,0,0,2.693040331186773e-12,Verdadeiro Negativo (Acertou Ativo)
41586,0,0,0.026321650100076883,Verdadeiro Negativo (Acertou Ativo)
38713,1,1,0.837211280170597,Verdadeiro Positivo (Acertou Churn)
24440,0,0,4.179527546605687e-15,Verdadeiro Negativo (Acertou Ativo)
46315,1,1,0.6716648166719391,Verdadeiro Positivo (Acertou Churn)
18036,0,1,0.9380676220654737,Falso Positivo (Alarme Falso)
19739,1,1,0.9652460515781828,Verdadeiro Positivo (Acertou Churn)
17482,1,1,0.8641121134752581,Verdadeiro Positivo (Acertou Churn)
46396,0,1,0.5501741232845796,Falso Positivo (Alarme Falso)
46813,0,1,0.6507794192524271,Falso Positivo (Alarme Falso)
39804,1,1,0.9300818200596825,Verdadeiro Positivo (Acertou Churn)
27461,0,0,0.014809872522180202,Verdadeiro Negativo (Acertou Ativo)
46471,1,1,0.7054840692954527,Verdadeiro Positivo (Acertou Churn)
11164,0,0,0.2170117620334141,Verdadeiro Negativo (Acertou Ativo)
17846,1,1,0.7906223755502937,Verdadeiro Positivo (Acertou Churn)
35934,1,1,0.8591627798980499,Verdadeiro Positivo (Acertou Churn)
26229,1,1,0.8722221117523244,Verdadeiro Positivo (Acertou Churn)
9062,0,0,1.1006259515385942e-11,Verdadeiro Negativo (Acertou Ativo)
10038,0,0,5.6151716309523436e-09,Verdadeiro Negativo (Acertou Ativo)
42047,0,1,0.6266732868237441,Falso Positivo (Alarme Falso)
43464,1,0,0.13759819409234897,Falso Negativo (Churn Invisível)
175,0,0,1.2310014637893544e-46,Verdadeiro Negativo (Acertou Ativo)
25103,1,1,0.7287157935350853,Verdadeiro Positivo (Acertou Churn)
46388,0,0,1.1335181596846327e-06,Verdadeiro Negativo (Acertou Ativo)
46937,0,1,0.5404986368828072,Falso Positivo (Alarme Falso)
24981,1,1,0.959338290863959,Verdadeiro Positivo (Acertou Churn)
46110,0,1,0.5469666664771816,Falso Positivo (Alarme Falso)
25598,1,1,0.814059659978932,Verdadeiro Positivo (Acertou Churn)
3207,0,0,1.7077981422092574e-20,Verdadeiro Negativo (Acertou Ativo)
26456,1,1,0.9498207964037595,Verdadeiro Positivo (Acertou Churn)
22181,1,1,0.9678963442955361,Verdadeiro Positivo (Acertou Churn)
20471,1,1,0.9746495882465435,Verdadeiro Positivo (Acertou Churn)
23802,1,1,0.8761980120293165,Verdadeiro Positivo (Acertou Churn)
7665,0,0,1.810396558735226e-16,Verdadeiro Negativo (Acertou Ativo)
44414,1,1,0.580746903725504,Verdadeiro Positivo (Acertou Churn)
13429,1,1,0.9195973889581449,Verdadeiro Positivo (Acertou Churn)
39980,0,1,0.5296950122450966,Falso Positivo (Alarme Falso)
44379,0,0,0.004198400723972741,Verdadeiro Negativo (Acertou Ativo)
28168,0,0,0.4622585509703743,Verdadeiro Negativo (Acertou Ativo)
40609,0,0,1.7187163689773698e-09,Verdadeiro Negativo (Acertou Ativo)
84,0,1,0.7854027132672865,Falso Positivo (Alarme Falso)
9774,0,1,0.6617533192459687,Falso Positivo (Alarme Falso)
45506,1,1,0.5860733774608966,Verdadeiro Positivo (Acertou Churn)
46658,0,0,2.1691875253928778e-08,Verdadeiro Negativo (Acertou Ativo)
43385,0,1,0.9721114304633017,Falso Positivo (Alarme Falso)
44365,1,1,0.553342135769079,Verdadeiro Positivo (Acertou Churn)
35647,1,1,0.8460616977246492,Verdadeiro Positivo (Acertou Churn)
10084,0,0,8.640344302045998e-08,Verdadeiro Negativo (Acertou Ativo)
46235,0,1,0.5762323932218723,Falso Positivo (Alarme Falso)
39869,1,1,0.9333387530857025,Verdadeiro Positivo (Acertou Churn)
45505,1,1,0.6439708198045336,Verdadeiro Positivo (Acertou Churn)
37610,1,1,0.6282577448952618,Verdadeiro Positivo (Acertou Churn)
46242,1,1,0.5983458775400179,Verdadeiro Positivo (Acertou Churn)
24978,1,1,0.9177838832234407,Verdadeiro Positivo (Acertou Churn)
40160,1,1,0.8693431928055073,Verdadeiro Positivo (Acertou Churn)
20447,0,1,0.8675169472648445,Falso Positivo (Alarme Falso)
10676,0,0,0.387686578402615,Verdadeiro Negativo (Acertou Ativo)
46344,1,1,0.8491532048730965,Verdadeiro Positivo (Acertou Churn)
18216,1,1,0.9639682369642032,Verdadeiro Positivo (Acertou Churn)
12415,1,1,0.957788977573716,Verdadeiro Positivo (Acertou Churn)
42741,1,1,0.8601753156114329,Verdadeiro Positivo (Acertou Churn)
45388,1,1,0.6566291317897508,Verdadeiro Positivo (Acertou Churn)
9482,0,0,0.39491695177510583,Verdadeiro Negativo (Acertou Ativo)
42471,0,0,0.3630430076495671,Verdadeiro Negativo (Acertou Ativo)
46124,0,0,0.34725872611292524,Verdadeiro Negativo (Acertou Ativo)
12980,1,1,0.9564128212148827,Verdadeiro Positivo (Acertou Churn)
22169,1,0,0.10651043402650166,Falso Negativo (Churn Invisível)
45547,1,0,0.4863981968049825,Falso Negativo (Churn Invisível)
18027,1,1,0.9635694956214107,Verdadeiro Positivo (Acertou Churn)
45568,1,1,0.6150821689489214,Verdadeiro Positivo (Acertou Churn)
45359,1,1,0.6886173905665656,Verdadeiro Positivo (Acertou Churn)
44659,1,1,0.7862791958269679,Verdadeiro Positivo (Acertou Churn)
46326,0,0,0.022909533648875928,Verdadeiro Negativo (Acertou Ativo)
37360,1,1,0.9325897256384729,Verdadeiro Positivo (Acertou Churn)
36647,1,1,0.8975744268688345,Verdadeiro Positivo (Acertou Churn)
44890,1,1,0.814401207835536,Verdadeiro Positivo (Acertou Churn)
38483,0,1,0.535252271876532,Falso Positivo (Alarme Falso)
43876,0,0,0.3226139067629179,Verdadeiro Negativo (Acertou Ativo)
36618,1,1,0.9999354847263112,Verdadeiro Positivo (Acertou Churn)
10412,0,0,0.000524345900545032,Verdadeiro Negativo (Acertou Ativo)
16599,1,1,0.8996013107110432,Verdadeiro Positivo (Acertou Churn)
39293,1,1,0.8132815500002677,Verdadeiro Positivo (Acertou Churn)
36373,1,1,0.9374930413906916,Verdadeiro Positivo (Acertou Churn)
36719,0,0,0.4079842088119878,Verdadeiro Negativo (Acertou Ativo)
46366,1,1,0.6076463626206212,Verdadeiro Positivo (Acertou Churn)
38425,1,1,0.9090217624956778,Verdadeiro Positivo (Acertou Churn)
46472,0,0,1.75320844157442e-09,Verdadeiro Negativo (Acertou Ativo)
15862,0,0,1.4523465132053734e-11,Verdadeiro Negativo (Acertou Ativo)
23243,1,1,0.9006555950855947,Verdadeiro Positivo (Acertou Churn)
36493,1,1,0.9374930413906916,Verdadeiro Positivo (Acertou Churn)
45942,0,0,0.017004860807048765,Verdadeiro Negativo (Acertou Ativo)
43590,1,1,0.572718120669118,Verdadeiro Positivo (Acertou Churn)
18223,0,0,4.0308356801844696e-24,Verdadeiro Negativo (Acertou Ativo)
46044,0,1,0.5275700176457596,Falso Positivo (Alarme Falso)
12559,1,1,0.8376722324998132,Verdadeiro Positivo (Acertou Churn)
28177,1,1,0.6330958130643624,Verdadeiro Positivo (Acertou Churn)
44101,0,0,0.35242715645180556,Verdadeiro Negativo (Acertou Ativo)
45354,1,1,0.6519327855066802,Verdadeiro Positivo (Acertou Churn)
20024,1,1,0.8532238077407533,Verdadeiro Positivo (Acertou Churn)
44208,1,1,0.7430668969536277,Verdadeiro Positivo (Acertou Churn)
46789,0,1,0.6461569116658803,Falso Positivo (Alarme Falso)
36067,1,1,0.8123407994177163,Verdadeiro Positivo (Acertou Churn)
26385,0,0,5.842079626289097e-08,Verdadeiro Negativo (Acertou Ativo)
45513,0,0,0.0017302493369887372,Verdadeiro Negativo (Acertou Ativo)
44926,1,0,0.00017539061522499458,Falso Negativo (Churn Invisível)
44455,1,1,0.7132181310933702,Verdadeiro Positivo (Acertou Churn)
45915,1,1,0.6893638069838333,Verdadeiro Positivo (Acertou Churn)
11247,1,0,0.4910799467461455,Falso Negativo (Churn Invisível)
27453,1,0,0.3636006160503143,Falso Negativo (Churn Invisível)
39494,0,0,1.152028633648713e-05,Verdadeiro Negativo (Acertou Ativo)
10349,1,1,0.892892278855433,Verdadeiro Positivo (Acertou Churn)
7517,1,1,0.9847393830904959,Verdadeiro Positivo (Acertou Churn)
26795,1,1,0.9407709412816165,Verdadeiro Positivo (Acertou Churn)
12958,1,1,0.907859284476583,Verdadeiro Positivo (Acertou Churn)
45391,0,0,0.0049170119602139324,Verdadeiro Negativo (Acertou Ativo)
45337,1,1,0.7336307170133797,Verdadeiro Positivo (Acertou Churn)
21437,1,1,0.7716992989286775,Verdadeiro Positivo (Acertou Churn)
38168,1,1,0.9858654014979477,Verdadeiro Positivo (Acertou Churn)
44147,1,1,0.7152243064434839,Verdadeiro Positivo (Acertou Churn)
46384,0,0,0.018835259563029227,Verdadeiro Negativo (Acertou Ativo)
46696,0,0,0.0032895021036608548,Verdadeiro Negativo (Acertou Ativo)
29,0,1,0.7096025872917748,Falso Positivo (Alarme Falso)
40269,1,1,0.9370069936467559,Verdadeiro Positivo (Acertou Churn)
41635,1,1,0.7959875996780956,Verdadeiro Positivo (Acertou Churn)
24225,1,1,0.7207621739016988,Verdadeiro Positivo (Acertou Churn)
1641,1,1,0.8981751603668267,Verdadeiro Positivo (Acertou Churn)
45696,0,0,2.6138308982423608e-08,Verdadeiro Negativo (Acertou Ativo)
24108,1,1,0.9569208782904601,Verdadeiro Positivo (Acertou Churn)
40814,1,1,0.7357800811977596,Verdadeiro Positivo (Acertou Churn)
1182,0,0,0.24076469984838034,Verdadeiro Negativo (Acertou Ativo)
46904,0,0,0.4432235628424781,Verdadeiro Negativo (Acertou Ativo)
46811,0,1,0.6504501665086363,Falso Positivo (Alarme Falso)
45460,1,0,0.4864825654588932,Falso Negativo (Churn Invisível)
27480,1,1,0.9441357926626038,Verdadeiro Positivo (Acertou Churn)
46046,1,1,0.7610387233227834,Verdadeiro Positivo (Acertou Churn)
37327,1,1,0.8076616906248112,Verdadeiro Positivo (Acertou Churn)
36160,1,1,0.8873045044896595,Verdadeiro Positivo (Acertou Churn)
45578,1,1,0.7370321462608656,Verdadeiro Positivo (Acertou Churn)
8869,0,0,0.17254349119420137,Verdadeiro Negativo (Acertou Ativo)
27087,1,1,0.8996217792590704,Verdadeiro Positivo (Acertou Churn)
1295,1,1,0.9353196024846756,Verdadeiro Positivo (Acertou Churn)
45238,0,0,0.45402521314899597,Verdadeiro Negativo (Acertou Ativo)
27773,1,1,0.911000632937519,Verdadeiro Positivo (Acertou Churn)
17555,1,1,0.8212483457912437,Verdadeiro Positivo (Acertou Churn)
27386,1,1,0.9462387023746728,Verdadeiro Positivo (Acertou Churn)
16417,1,1,0.8825219163301117,Verdadeiro Positivo (Acertou Churn)
23407,0,1,0.7621634569144419,Falso Positivo (Alarme Falso)
1147,0,0,0.006375168367509677,Verdadeiro Negativo (Acertou Ativo)
45361,1,0,0.14457690706313014,Falso Negativo (Churn Invisível)
46256,1,1,0.7126785970804801,Verdadeiro Positivo (Acertou Churn)
21825,0,1,0.6236438882033076,Falso Positivo (Alarme Falso)
17611,1,1,0.9698632512745137,Verdadeiro Positivo (Acertou Churn)
45680,1,0,0.17950248134091532,Falso Negativo (Churn Invisível)
35793,0,0,0.3328791986193907,Verdadeiro Negativo (Acertou Ativo)
36727,1,1,0.9128322684666212,Verdadeiro Positivo (Acertou Churn)
20520,1,1,0.9736572324592172,Verdadeiro Positivo (Acertou Churn)
16471,0,1,0.9358634429404389,Falso Positivo (Alarme Falso)
38973,1,1,0.8820586986945949,Verdadeiro Positivo (Acertou Churn)
23058,1,1,0.8777128753982281,Verdadeiro Positivo (Acertou Churn)
20687,1,0,0.40269847917911256,Falso Negativo (Churn Invisível)
42176,1,1,0.5964523046956083,Verdadeiro Positivo (Acertou Churn)
18531,0,1,0.8800018604870138,Falso Positivo (Alarme Falso)
36589,0,1,0.6312775359804322,Falso Positivo (Alarme Falso)
46783,0,0,0.36289517772419433,Verdadeiro Negativo (Acertou Ativo)
37238,0,0,0.42535141926640985,Verdadeiro Negativo (Acertou Ativo)
46005,0,1,0.7766000470722912,Falso Positivo (Alarme Falso)
38095,1,1,0.93031647081461,Verdadeiro Positivo (Acertou Churn)
46376,1,0,0.47308924159395704,Falso Negativo (Churn Invisível)
23172,1,0,0.28004924071227394,Falso Negativo (Churn Invisível)
22404,0,0,0.0008929316693247855,Verdadeiro Negativo (Acertou Ativo)
39931,0,1,0.6176114682619365,Falso Positivo (Alarme Falso)
44864,1,1,0.6810934861714677,Verdadeiro Positivo (Acertou Churn)
